order_id,order_date,customer_email,customer_name,shipping_address,product_name,category,quantity,unit_price,unit_cost,region,channel,status
11074,2024-08-26,meganlewis@example.net,Angelica Davis,"8824 Olivia View, Lorraineshire, ME 54806",Portable Charger,Electronics,2,59.99,29.99,Northeast,email_campaign,completed
11075,2024-11-11,mahoneysarah@example.org,Nathaniel Robinson,"890 Nicole Forks Suite 900, Stewartview, VI 94147",Noise Cancelling Earbuds,Electronics,3,119.99,59.99,Southeast,web,completed
11076,2024-12-06,jbrown@example.com,Victoria Carpenter,"767 Edwards Ramp, Port Natalieside, ND 82331",Standing Desk Mat,Office,2,59.99,29.99,West,web,completed
11077,2024-02-03,cameronkaitlyn@example.com,Heather Brown,"945 Jackson Views, New Joseph, NY 58604",Laptop Sleeve 15in,Accessories,1,29.99,14.99,West,mobile,completed
11078,2024-05-24,bharris@example.org,Melinda Ross,"121 Crystal Isle Apt. 881, New Deborah, ND 69050",Noise Cancelling Earbuds,Electronics,3,119.99,59.99,Northeast,mobile,completed
11079,2024-02-24,yboone@example.org,Brandi Stokes,"66901 Shawn Curve Apt. 729, South Angela, MH 30774",Phone Stand,Accessories,1,19.99,9.99,Southwest,mobile,completed
11080,2024-07-24,joshuamccarthy@example.net,Jessica Torres,"PSC 0350, Box 6757, APO AP 81003",Laptop Sleeve 15in,Accessories,1,29.99,14.99,Midwest,web,completed
11081,2024-09-03,yatkins@example.net,Whitney Lee,"77312 Craig Isle Suite 057, West Davidland, NC 63211",Sticky Notes Bulk,Office,1,18.99,9.99,Midwest,web,returned
11082,2024-08-10,zacharypage@example.com,Eric Holden,"41470 Karen Forks, Melissaborough, MO 70723",Screen Cleaner Kit,Accessories,2,12.99,7.99,Northeast,email_campaign,completed
11083,2024-12-05,owilson@example.com,Paula Guzman,"9780 Jesse Hollow Suite 568, Josefort, OK 38963",Sticky Notes Bulk,Office,1,18.99,9.99,West,email_campaign,returned
11084,2024-02-28,hermanveronica@example.com,Jessica Evans,"29573 Hunter Fords Apt. 597, Shawnburgh, PA 92684",USB-C Hub,Electronics,3,59.99,29.99,Southwest,mobile,cancelled
11085,2024-08-15,elainehall@example.net,Justin Paul,"158 Dorsey Shore, Dawnbury, IN 23445",Sticky Notes Bulk,Office,1,18.99,9.99,Midwest,mobile,completed
11086,2024-12-16,christopher51@example.net,Patrick Medina,"73446 Fletcher Loaf Apt. 159, Amyland, PW 82697",Ergonomic Mouse,Electronics,2,69.99,34.99,Southeast,web,completed
11087,2024-12-04,nadams@example.org,Jeremy Rogers,"USNS Jones, FPO AP 12827",Pen Set Premium,Office,1,28.99,14.99,West,web,completed
11088,2024-11-21,ecunningham@example.net,Donna Murillo,"7609 Roth Ford Suite 740, New Lisa, VI 16934",Mechanical Keyboard,Electronics,3,129.99,49.99,Northeast,mobile,completed
11089,2024-05-29,oroberts@example.org,Patricia Johnson,"099 Mann Ferry Apt. 836, Chavezville, PA 98314",Wireless Headphones,Electronics,1,149.99,79.99,West,web,cancelled
11090,2024-06-11,afritz@example.com,April Bright,"2022 Erin Forges, Christinaside, AZ 09986",Screen Cleaner Kit,Accessories,1,12.99,7.99,Southwest,web,completed
11091,2024-08-10,jessicastanton@example.net,Jason Howard,"7915 Cynthia Harbor, Martinezport, AK 81343",Cable Management Kit,Office,3,24.99,12.99,Midwest,web,cancelled
11092,2024-09-18,jasonfrank@example.com,Eric Foster,"60186 Tracy Crossroad Suite 319, Jillfurt, MH 80761",Phone Stand,Accessories,2,19.99,9.99,West,web,returned
11093,2024-10-08,michael22@example.com,Jaime Gilmore,"003 Smith Fall Suite 513, Kimberlyview, FM 72502",Screen Cleaner Kit,Accessories,1,12.99,7.99,West,web,completed
11094,2024-05-24,lcastillo@example.net,Crystal Smith,"14546 Nathaniel Orchard, Bettyborough, FL 47372",Mechanical Keyboard,Electronics,1,129.99,49.99,Northeast,web,returned
11095,2024-06-11,wilsonheather@example.net,Jose Lawrence,"04095 Sanchez Park, Colemanhaven, ID 07286",Wireless Headphones,Electronics,1,149.99,79.99,Southeast,mobile,cancelled
11096,2024-03-29,wayne01@example.net,Karen Sanchez,"1143 Olson Loop, Lake Dale, AS 02438",Screen Cleaner Kit,Accessories,1,12.99,7.99,Midwest,mobile,completed
11097,2024-07-03,elindsey@example.net,Andrew Powers,"4257 Richard Plaza Apt. 269, East Sandra, VA 09951",Noise Cancelling Earbuds,Electronics,3,119.99,59.99,Northeast,mobile,returned
11098,2024-02-06,sheri23@example.org,Anthony Lee,"5052 Keith Court Apt. 420, Ortizton, CT 41793",Blue Light Glasses,Accessories,1,39.99,19.99,Northeast,web,cancelled
11099,2024-03-10,scottjoanna@example.net,Brandon Heath,"82222 Johnson Island, Port Tiffany, DC 24643",Wireless Headphones,Electronics,1,149.99,79.99,Northeast,email_campaign,completed
11100,2024-12-22,brandongray@example.net,Tyler Stevenson,"34843 Barbara Fields, Lake Grant, HI 68268",USB-C Hub,Electronics,3,59.99,29.99,Northeast,mobile,completed
11101,2024-08-05,hmoses@example.org,Nicholas King,"452 Kevin Parkway Suite 449, Pattersontown, HI 35065",Pen Set Premium,Office,1,28.99,14.99,West,web,returned
11102,2024-08-05,rjordan@example.org,Monica Aguilar,"7349 Thompson Mountains Apt. 561, Haleyfurt, MO 49119",Whiteboard 24x36,Office,1,69.99,34.99,West,web,completed
11103,2024-09-13,anna14@example.com,Jeanette Moore,"664 Joseph Tunnel, Jeffreyfurt, PR 76733",Pen Set Premium,Office,1,28.99,14.99,Northeast,email_campaign,completed
11104,2024-01-20,erik74@example.com,Evan Hall,"98532 Harris Station Suite 792, Dakotafort, CO 21033",Standing Desk Mat,Office,1,59.99,29.99,Midwest,mobile,returned
11105,2024-12-19,sboyer@example.com,Natasha Payne,"46858 Sanchez Ports Apt. 616, West Ariana, OR 84244",Sticky Notes Bulk,Office,2,18.99,9.99,Midwest,web,completed
11106,2024-05-23,christinagoodwin@example.net,Angela Davis,"68371 John Parks, South David, AR 62305",USB-C Hub,Electronics,5,59.99,29.99,Northeast,mobile,cancelled
11107,2024-08-29,kimberlymejia@example.org,Louis Olsen,"USS Peters, FPO AE 51173",Portable Charger,Electronics,1,59.99,29.99,Midwest,mobile,returned
11108,2024-01-28,audrey12@example.org,Jennifer Gonzalez,"2542 Paul Squares Suite 563, New Daniel, DC 98549",USB-C Hub,Electronics,1,59.99,29.99,Southwest,mobile,returned
11109,2024-08-28,alexander69@example.com,Mary Holder,"649 Davis Lodge Suite 068, East Mark, PA 15041",Laptop Sleeve 15in,Accessories,1,29.99,14.99,Midwest,mobile,completed
11110,2024-05-30,garciapeter@example.org,Raymond Johnson,"949 Kathleen Common, East Jesse, KY 28739",Sticky Notes Bulk,Office,4,18.99,9.99,Southwest,web,completed
11111,2024-10-15,alowery@example.com,Christine Jennings,"0984 Jessica Cliffs, Snyderborough, AZ 10188",Cable Management Kit,Office,2,24.99,12.99,Northeast,mobile,cancelled
11112,2024-01-27,regina11@example.com,Douglas Pena,"04202 Castaneda Crest, Moonton, WA 09984",Standing Desk Mat,Office,1,59.99,29.99,Northeast,mobile,completed
11113,2024-02-12,wrightdrew@example.org,Steven Michael,"03531 Brown Neck Apt. 791, New Patrick, CO 42958",Cable Management Kit,Office,1,24.99,12.99,West,web,returned
11114,2024-05-23,sgarcia@example.org,Audrey Mcdowell,"402 Escobar Skyway, East Tarahaven, OH 86379",Monitor Stand,Office,1,49.99,24.99,Midwest,web,completed
11115,2024-03-30,robertsdavid@example.net,Mark Stewart,"PSC 1936, Box 7857, APO AA 39110",Standing Desk Mat,Office,1,59.99,29.99,West,email_campaign,completed
11116,2024-03-30,elopez@example.org,Tracey Johnson,"161 Jackson Row Apt. 154, North Jenniferland, PW 44477",Sticky Notes Bulk,Office,1,18.99,9.99,Southwest,mobile,cancelled
11117,2024-09-27,martinjenkins@example.net,Matthew Price,"5252 Singh Club Apt. 254, Leland, VT 61651",Standing Desk Mat,Office,1,59.99,29.99,West,mobile,completed
11118,2024-03-19,abigail56@example.com,Katie Hendrix,"51956 Bailey Shore, Clarkstad, WI 66674",Mechanical Keyboard,Electronics,2,129.99,49.99,Southeast,web,completed
11119,2024-08-13,olivia27@example.net,Joy Price,"5046 Thomas Shore Apt. 144, Port Jeffreyfurt, NY 85472",Noise Cancelling Earbuds,Electronics,1,119.99,59.99,West,mobile,completed
11120,2024-05-15,qcallahan@example.org,Kayla Strickland,"66890 Mcneil Unions, South Derekberg, AL 62329",Ergonomic Mouse,Electronics,1,69.99,34.99,Northeast,web,cancelled
11121,2024-08-31,gjackson@example.net,Gregory Sparks,"82228 Justin Plain, Thomasberg, NC 25746",Webcam 1080p,Electronics,1,89.99,39.99,Northeast,mobile,completed
11122,2024-05-14,zoe99@example.com,Don Williams,"9135 Janet Gateway Suite 053, Tammymouth, FL 22092",Whiteboard 24x36,Office,1,69.99,34.99,Southeast,email_campaign,cancelled
11123,2024-08-17,sandrasmith@example.com,Mark Boyle,"097 Anthony Plains Apt. 104, New Keithmouth, IA 39990",Monitor Stand,Office,1,49.99,24.99,Midwest,web,completed
11124,2024-02-19,austinmonica@example.org,Kayla Escobar,"USNV Roberts, FPO AP 54239",Screen Cleaner Kit,Accessories,4,12.99,7.99,Southwest,email_campaign,returned
11125,2024-05-19,oroberts@example.org,Casey May,"63578 Emily Forks, Grantville, TN 19625",Whiteboard 24x36,Office,3,69.99,34.99,Southwest,mobile,completed
11126,2024-07-19,walkerdonna@example.net,Jill Velazquez,"PSC 6990, Box 5585, APO AA 65117",Laptop Sleeve 15in,Accessories,2,29.99,14.99,Southeast,web,completed
11127,2024-10-28,brittany40@example.net,Chelsea Jacobson,"690 Howard Drives Suite 061, South Martinmouth, IA 31110",Portable Charger,Electronics,2,59.99,29.99,West,web,cancelled
11128,2024-06-09,xavila@example.com,Angela Flores,"68149 Donald Forges, New Juanfort, VA 52729",Desk Lamp LED,Office,5,44.99,19.99,Midwest,email_campaign,cancelled
11129,2024-02-20,daniellesweeney@example.com,Joe Hood,"0842 Julie Glen, East Kevin, AL 04683",Whiteboard 24x36,Office,1,69.99,34.99,Northeast,web,completed
11130,2024-05-25,christopher24@example.org,Gloria Dunlap,"8557 Singleton Prairie, South Grantfort, OK 50154",Smart Plug 4-pack,Electronics,1,44.99,24.99,Northeast,web,completed
11131,2024-10-31,martinfranklin@example.com,Zachary Lewis,"945 Sarah Vista Apt. 582, Perezview, AK 18827",Standing Desk Mat,Office,1,59.99,29.99,Northeast,mobile,completed
11132,2024-03-02,slong@example.net,Jessica Garcia,"220 Miller Mountain, North Michael, IA 77878",Desk Lamp LED,Office,2,44.99,19.99,West,web,cancelled
11133,2024-11-27,rachelreyes@example.org,William Smith,"0313 Vincent Hollow, Adrianberg, AZ 55287",USB-C Hub,Electronics,2,59.99,29.99,West,mobile,completed
11134,2024-05-09,powersbrandon@example.net,David Brooks,"90000 Jeanne Rue Suite 616, East Meagan, MS 94288",Sticky Notes Bulk,Office,2,18.99,9.99,West,web,completed
11135,2024-05-21,holly18@example.net,Wayne Parker,"04532 Christopher Lights, Owensside, WI 10392",Cable Management Kit,Office,1,24.99,12.99,Midwest,email_campaign,completed
11136,2024-02-07,martin47@example.net,David Smith,"3911 Dickson Meadow Suite 650, Gregoryfort, SD 55300",Blue Light Glasses,Accessories,1,39.99,19.99,Southwest,web,cancelled
11137,2024-01-31,martinezkristen@example.org,Samantha Wong,"1902 John Spring, South Timothyside, TX 58408",Standing Desk Mat,Office,1,59.99,29.99,West,mobile,completed
11138,2024-09-08,hughesmargaret@example.net,George Taylor,"85921 Nicholas Roads Suite 856, South Christopher, LA 20453",Standing Desk Mat,Office,1,59.99,29.99,West,web,completed
11139,2024-03-14,james00@example.net,Ronald Mejia,"13246 Greene Road, Jamesborough, DC 63251",Desk Lamp LED,Office,1,44.99,19.99,Southwest,email_campaign,completed
11140,2024-08-14,dakota83@example.net,Grant Jones DVM,"PSC 8201, Box 1406, APO AA 21953",Whiteboard 24x36,Office,2,69.99,34.99,West,mobile,completed
11141,2024-05-08,llong@example.com,Ricky Robinson,"72455 Suzanne Gateway, Clementsstad, TX 51914",Standing Desk Mat,Office,2,59.99,29.99,Northeast,web,completed
11142,2024-01-01,sarah69@example.com,Debbie Alexander,"24945 Andrew Lodge Apt. 506, New Robert, MS 70471",Portable Charger,Electronics,2,59.99,29.99,Northeast,web,completed
11143,2024-07-19,michele20@example.com,Nicole Liu,"350 Silva Forge, Gailview, VI 18652",Mechanical Keyboard,Electronics,2,129.99,49.99,Southwest,web,completed
11144,2024-07-25,andersondaniel@example.com,Mary Santana,"7780 Lozano Park, Hodgeberg, MN 15733",Sticky Notes Bulk,Office,1,18.99,9.99,Northeast,mobile,cancelled
11145,2024-09-03,helen07@example.org,Matthew Moreno,"233 Brewer Drives Apt. 945, Lake Sandrafort, MO 96163",USB-C Hub,Electronics,4,59.99,29.99,Midwest,mobile,completed
11146,2024-07-24,msmith@example.com,Megan Allison,"01122 Lorraine Ville Apt. 848, Davidview, WI 71691",Webcam 1080p,Electronics,2,89.99,39.99,Midwest,web,completed
11147,2024-06-23,jamesmullins@example.com,Megan James,"USNS Mays, FPO AP 71313",Mechanical Keyboard,Electronics,1,129.99,49.99,Southwest,web,cancelled
11148,2024-10-10,vjimenez@example.net,Daniel Smith,"469 Andrew Land Suite 490, Port Jacobview, RI 48944",USB-C Hub,Electronics,1,59.99,29.99,West,email_campaign,completed
11149,2024-07-18,odonnellsarah@example.com,Matthew Wu,"4617 Cobb Pines, New Natalieborough, NC 96674",Mechanical Keyboard,Electronics,1,129.99,49.99,West,web,cancelled
11150,2024-11-19,mitchelldanielle@example.org,Dillon Brown,"35381 Robertson Forge Suite 475, Williamborough, AZ 82350",Webcam 1080p,Electronics,1,89.99,39.99,Southwest,mobile,completed
11151,2024-10-30,garciarichard@example.com,Jermaine Tucker,"19027 Richard Rest Apt. 716, North Michaelfurt, NE 68312",Portable Charger,Electronics,1,59.99,29.99,Southwest,web,completed
11152,2024-09-12,krodriguez@example.net,Ronald Gonzales,"326 Thomas Canyon, Michellemouth, ND 27682",Notebook 200pg,Office,2,14.99,7.99,Midwest,mobile,completed
11153,2024-01-29,jake58@example.org,Jennifer Gonzales,"53399 Justin Loaf Suite 217, Rogerston, CA 89802",Whiteboard 24x36,Office,1,69.99,34.99,West,web,completed
11154,2024-11-30,amber46@example.com,Lisa Clark,"28532 White Throughway, Jordanside, AS 85350",Laptop Sleeve 15in,Accessories,1,29.99,14.99,West,mobile,completed
11155,2024-10-23,jonathanjones@example.com,Michelle Martin,"6130 Meyers Avenue Suite 207, New Michelle, PR 22379",Smart Plug 4-pack,Electronics,1,44.99,24.99,Midwest,mobile,cancelled
11156,2024-11-30,eleon@example.com,Tiffany Wilson,"52786 Aaron Rapids Apt. 071, North Brandon, FL 94391",Notebook 200pg,Office,1,14.99,7.99,West,email_campaign,completed
11157,2024-11-28,donald44@example.com,Michael Williams,"771 Michael Springs Suite 165, Baileyfurt, MO 60172",Wireless Headphones,Electronics,1,149.99,79.99,Midwest,web,returned
11158,2024-02-19,mphillips@example.net,Jamie Bond,"09522 Landry Spring Suite 537, Lake Ian, MP 12067",Monitor Stand,Office,3,49.99,24.99,Northeast,web,cancelled
11159,2024-02-24,wolfjohn@example.net,Judy Cox,"0157 Christopher Isle, Lake Jacquelineton, CA 52532",Portable Charger,Electronics,3,59.99,29.99,Southwest,web,returned
11160,2024-04-13,robertjohnson@example.org,Gregory Armstrong,"5978 Jeffrey Heights Apt. 571, North Justin, MO 62366",Webcam 1080p,Electronics,1,89.99,39.99,Midwest,web,returned
11161,2024-03-02,meyerspatrick@example.net,Jennifer Schultz,"03172 Henderson Drive, West Philip, MA 35086",Blue Light Glasses,Accessories,1,39.99,19.99,Southeast,email_campaign,cancelled
11162,2024-10-30,vanessajimenez@example.org,Andrew Johnson,"86014 Tyler Island, New Andrewmouth, KY 27825",Sticky Notes Bulk,Office,2,18.99,9.99,Midwest,web,completed
11163,2024-07-31,tylerwilson@example.net,Anthony Newman,"6369 Lisa Corners, North Jennifershire, AR 69487",Ergonomic Mouse,Electronics,1,69.99,34.99,Southeast,web,completed
11164,2024-10-24,cameronramos@example.org,Rhonda Collins,"83541 Stephens Rapid, New Felicia, RI 97441",Ergonomic Mouse,Electronics,1,69.99,34.99,Southwest,web,returned
11165,2024-03-21,brandonbaker@example.org,Jennifer Davis,"80812 Emily Meadow Apt. 594, Shannonview, WI 60531",Mechanical Keyboard,Electronics,1,129.99,49.99,Northeast,mobile,cancelled
11166,2024-02-15,wigginsrhonda@example.org,Ronald Cuevas,"833 Michelle Meadows Suite 397, Tiffanyville, OH 77116",Wireless Headphones,Electronics,1,149.99,79.99,West,web,completed
11167,2024-08-31,burgessdonald@example.com,Kara Russell,"167 Mendoza Way, New Tylerfurt, VI 16919",Sticky Notes Bulk,Office,3,18.99,9.99,West,email_campaign,completed
11168,2024-07-29,robertyoung@example.net,Mary Howard,"276 Brittany Ferry Suite 667, New Hollyborough, NV 84856",Monitor Stand,Office,1,49.99,24.99,Northeast,web,cancelled
11169,2024-04-02,zmiller@example.com,Joshua Davidson,"4993 Cunningham Coves, West Matthew, NJ 63451",Notebook 200pg,Office,1,14.99,7.99,West,email_campaign,returned
11170,2024-06-03,uhernandez@example.net,Jamie Johnson,"805 Sandra Station Suite 171, Riveraside, OR 25204",Noise Cancelling Earbuds,Electronics,3,119.99,59.99,Southwest,email_campaign,completed
11171,2024-09-28,ashleydon@example.com,Heather Davis,"148 Williams Well, Kimtown, VT 79598",Phone Stand,Accessories,1,19.99,9.99,Midwest,web,returned
11172,2024-11-16,josewheeler@example.net,Travis Hoffman,"703 Kim Radial Apt. 011, West Cynthia, CA 84878",Webcam 1080p,Electronics,1,89.99,39.99,Southwest,mobile,returned
11173,2024-12-16,chouston@example.com,Kenneth Costa,"22336 Lori Roads Apt. 620, Port Stephanieborough, AK 18340",Desk Lamp LED,Office,2,44.99,19.99,Southeast,web,completed
11174,2024-01-28,kristen66@example.org,Robert Hayes,"57144 Shah Ranch Suite 674, Lake Omarfort, WY 27800",Noise Cancelling Earbuds,Electronics,4,119.99,59.99,Midwest,email_campaign,completed
11175,2024-08-20,debbie45@example.org,Nathaniel Campbell,"8348 Kristin Points Apt. 586, Port Robert, NM 28790",Phone Stand,Accessories,1,19.99,9.99,Southeast,web,completed
11176,2024-01-15,tirwin@example.net,Christian Valencia,"8708 Sanchez Trail Suite 983, Kevinchester, PA 91007",Mechanical Keyboard,Electronics,1,129.99,49.99,Northeast,mobile,completed
11177,2024-10-30,michelle05@example.org,Rachel Flores,"284 Ford Street, North Stephenview, HI 99874",Noise Cancelling Earbuds,Electronics,2,119.99,59.99,Midwest,web,completed
11178,2024-06-15,ashleyterry@example.com,Oscar Meadows,"5038 Bryan Dam Suite 851, Benjaminberg, UT 91884",Sticky Notes Bulk,Office,2,18.99,9.99,Southeast,email_campaign,completed
11179,2024-07-30,evansmatthew@example.net,Justin Collins,"79433 Oliver Village, Jacobville, DE 19144",Notebook 200pg,Office,1,14.99,7.99,West,web,completed
11180,2024-09-05,dianejohnston@example.com,Carol Howard DVM,"662 Rodriguez Center, Tylerhaven, ID 73115",Desk Lamp LED,Office,1,44.99,19.99,Southeast,web,completed
11181,2024-08-20,michael51@example.com,Jessica Williams,"351 Thomas Hollow, Mariamouth, WV 90188",Mechanical Keyboard,Electronics,4,129.99,49.99,West,web,completed
11182,2024-11-19,haleyhale@example.com,Cody Bruce,"74612 Elizabeth Village, Brookschester, VA 95123",Ergonomic Mouse,Electronics,2,69.99,34.99,Southeast,mobile,completed
11183,2024-12-20,kathleenscott@example.org,Jeff Palmer,"2099 Rodney Fort Apt. 963, Port Meganmouth, CA 57625",Phone Stand,Accessories,1,19.99,9.99,West,web,completed
11184,2024-08-22,teverett@example.com,Gary Gilbert,"67312 Juan Forks, West Wayneland, TN 38741",Sticky Notes Bulk,Office,3,18.99,9.99,Northeast,web,completed
11185,2024-11-05,brianwood@example.org,Jacob Trevino,"313 Anderson Lake, Scottmouth, HI 79980",Blue Light Glasses,Accessories,3,39.99,19.99,Northeast,web,completed
11186,2024-10-22,rodriguezmark@example.net,Dustin Green,"PSC 8343, Box 6953, APO AE 05499",Ergonomic Mouse,Electronics,3,69.99,34.99,West,mobile,cancelled
11187,2024-09-07,elizabethrichards@example.com,Marvin Flores,"792 Berger Junction, South Jasonburgh, NY 15121",Whiteboard 24x36,Office,3,69.99,34.99,West,mobile,completed
11188,2024-08-07,nthomas@example.org,Monique Burns,"19836 Kristin Mills, Lake Steven, WI 63945",Desk Lamp LED,Office,1,44.99,19.99,Midwest,web,completed
11189,2024-10-29,mejiamichael@example.net,Joanne Smith,"915 Brian Harbor Suite 002, East Kimberlyfurt, WA 68755",Notebook 200pg,Office,1,14.99,7.99,Southeast,mobile,completed
11190,2024-01-21,annpeters@example.org,Natasha Collins,"95867 Williams Run, West Alanborough, KY 53989",Monitor Stand,Office,5,49.99,24.99,West,mobile,completed
11191,2024-07-20,tshelton@example.net,Michael Thomas,"13827 Charles Well, Craigbury, KY 49691",Noise Cancelling Earbuds,Electronics,1,119.99,59.99,Southwest,web,returned
11192,2024-05-03,garcialance@example.org,David Sandoval,"08316 Jennifer Route, Walkertown, IA 70948",Noise Cancelling Earbuds,Electronics,1,119.99,59.99,West,web,cancelled
11193,2024-04-21,wongjacqueline@example.org,Lindsay Owens,"767 Brandon Brooks Suite 214, Port Brentfort, PW 01659",USB-C Hub,Electronics,2,59.99,29.99,Midwest,email_campaign,completed
11194,2024-01-09,pwilson@example.com,Shelby Johnson,"23708 Miller Creek Apt. 944, Jordanstad, MT 79866",Monitor Stand,Office,5,49.99,24.99,Southeast,email_campaign,completed
11195,2024-10-19,zthomas@example.com,Rodney Greene,"37718 Brady Vista Suite 395, Rodriguezfurt, WV 50528",Noise Cancelling Earbuds,Electronics,1,119.99,59.99,Southwest,email_campaign,completed
11196,2024-12-26,bstephens@example.com,Daniel Garcia,"402 Jeff Shoal Suite 614, Kristinfurt, HI 65281",Sticky Notes Bulk,Office,2,18.99,9.99,Northeast,mobile,completed
11197,2024-11-20,nharris@example.org,Michael Jones,"421 Lopez Pass, North Carolyn, ND 97117",Screen Cleaner Kit,Accessories,1,12.99,7.99,Northeast,email_campaign,completed
11198,2024-06-19,aclark@example.com,Ryan Price,"870 Nicholas Points Apt. 004, South Felicia, PW 84478",Wireless Headphones,Electronics,3,149.99,79.99,West,mobile,completed
11199,2024-11-09,richardperez@example.org,Laura White,"USS Stanley, FPO AE 63750",Smart Plug 4-pack,Electronics,2,44.99,24.99,Northeast,web,completed
11200,2024-06-20,reyescarmen@example.com,Terry Williams,"118 Jackson Passage, West Timothy, NC 25742",Whiteboard 24x36,Office,1,69.99,34.99,Midwest,email_campaign,completed
11201,2024-02-26,millerdanny@example.net,Virginia Morales,"7898 Wall Neck Suite 997, West Evanberg, CT 64769",Mechanical Keyboard,Electronics,3,129.99,49.99,Midwest,web,cancelled
11202,2024-03-30,rodriguezamy@example.com,Victoria Kelly,"61735 Hensley Court, Gonzalezville, GA 78669",Screen Cleaner Kit,Accessories,1,12.99,7.99,Southeast,web,returned
11203,2024-03-11,xzavala@example.com,Christopher Delacruz,"496 Tony Points Apt. 193, South Alyssaburgh, UT 06708",Whiteboard 24x36,Office,2,69.99,34.99,Southwest,email_campaign,returned
11204,2024-10-24,gallagherdawn@example.org,Mr. Johnny Lopez DDS,"36131 Austin Pine Suite 490, West Hannahton, IA 62920",Laptop Sleeve 15in,Accessories,1,29.99,14.99,Southeast,email_campaign,completed
11205,2024-05-16,carolynbrady@example.com,Faith Walker,"998 Eric Vista, Yvetteborough, PA 83353",Desk Lamp LED,Office,1,44.99,19.99,West,web,completed
11206,2024-06-25,dustinmorris@example.com,Robert Jones,"8147 Villanueva Coves, Lake Jacob, AS 05392",Smart Plug 4-pack,Electronics,1,44.99,24.99,Southwest,web,completed
11207,2024-09-29,hortonrandall@example.net,Heather Davis,"3156 Kimberly Rapids Apt. 079, Boydmouth, WI 81996",Portable Charger,Electronics,1,59.99,29.99,Midwest,web,returned
11208,2024-12-10,curtisroy@example.net,Stephen Riley,"089 Jacqueline Mount Suite 351, Moralesland, CA 27527",Whiteboard 24x36,Office,1,69.99,34.99,West,mobile,completed
11209,2024-04-01,sydneyruiz@example.com,John Taylor,"402 Anderson Extension, Lake Melissa, KY 12829",USB-C Hub,Electronics,1,59.99,29.99,Northeast,web,completed
11210,2024-02-27,lisabrown@example.net,Cathy Young,"81444 Kenneth Plaza, Erictown, GA 91350",Cable Management Kit,Office,1,24.99,12.99,West,web,completed
11211,2024-01-12,john50@example.net,Jessica Bell,"PSC 1186, Box 1564, APO AE 80807",Monitor Stand,Office,4,49.99,24.99,Midwest,mobile,completed
11212,2024-08-30,dakota75@example.org,Lisa Brown,"4245 Gabrielle Road, New Reginaburgh, MS 10474",Cable Management Kit,Office,4,24.99,12.99,Midwest,mobile,cancelled
11213,2024-04-06,johnsonjames@example.com,Derek Curry,"23766 Aguilar Manors, Port Gary, MI 31136",Phone Stand,Accessories,1,19.99,9.99,Midwest,email_campaign,cancelled
11214,2024-07-29,amandadavis@example.com,Austin Carson,"093 Martinez Shoal, West Aaron, NE 88758",USB-C Hub,Electronics,2,59.99,29.99,Northeast,mobile,completed
11215,2024-12-06,williamlopez@example.com,Robert Craig,"43751 Graham Ridge, Jessicahaven, NE 47945",Sticky Notes Bulk,Office,1,18.99,9.99,Southeast,web,cancelled
11216,2024-03-08,gregory38@example.org,Manuel Anderson,"4350 Martin Trace, Chelseafort, MP 83280",Smart Plug 4-pack,Electronics,1,44.99,24.99,West,mobile,completed
11217,2024-05-27,wrightronald@example.net,Jennifer Murphy,"6504 Martinez Plaza, North Benjamin, OR 77663",Cable Management Kit,Office,1,24.99,12.99,Northeast,web,completed
11218,2024-11-12,joshua88@example.com,Donald Mitchell,"686 Cole Plain Suite 706, South Isabellatown, VI 57285",Mechanical Keyboard,Electronics,4,129.99,49.99,Northeast,mobile,completed
11219,2024-12-28,millerjose@example.com,Angela Richmond,"715 Castillo Knolls Suite 650, Chasehaven, NE 03122",Ergonomic Mouse,Electronics,5,69.99,34.99,Southwest,web,completed
11220,2024-10-21,cruzeileen@example.com,Miranda White,"9698 Smith Harbors, Katherinetown, SD 44426",Monitor Stand,Office,5,49.99,24.99,Northeast,web,completed
11221,2024-12-28,tortiz@example.net,Crystal Cooper,"86178 Rachel Unions Suite 140, West Brian, VI 89956",Monitor Stand,Office,1,49.99,24.99,Midwest,web,completed
11222,2024-10-03,ambersavage@example.com,Christopher Bennett,"638 Berry Trace, Villarrealton, TN 51011",Mechanical Keyboard,Electronics,1,129.99,49.99,Southwest,web,completed
11223,2024-09-12,marcusbell@example.org,Angela Carrillo,"8969 Miller Valley, North Katherine, SD 66523",Ergonomic Mouse,Electronics,1,69.99,34.99,Midwest,web,completed
11224,2024-10-06,dylan77@example.com,Olivia Williams,"2036 Jon Springs Suite 394, Romerofurt, WA 97330",Monitor Stand,Office,1,49.99,24.99,West,web,completed
11225,2024-05-28,jessemedina@example.net,Christina Wood,"0731 Turner Way, Stevenchester, HI 89001",Smart Plug 4-pack,Electronics,1,44.99,24.99,Southeast,web,cancelled
11226,2024-08-14,yzamora@example.org,Jill Edwards,"4759 Sutton Run Apt. 485, New Michael, ID 58975",Sticky Notes Bulk,Office,3,18.99,9.99,Southwest,email_campaign,returned
11227,2024-03-12,bcobb@example.org,John Grant,"07675 Kyle Mills Suite 341, West Karenborough, SD 27758",Laptop Sleeve 15in,Accessories,3,29.99,14.99,Southwest,mobile,cancelled
